Name,Ticker,Sector,Country,Market_Cap,Revenue,Beta,EBITDA,Free_Cash_Flow,Total_Debt,Total_Cash,Dividend_Yield,Revenue_Growth,ROE,Operating_Margin,Profit_Margin,Debt_to_Equity,Revenue_LC
DUKE ENERGY CORPORATION (OLD),DUK,Utilities,United States,98459688960.0,32237000704.0,0.51,6447400140.8,3868440084.48,24614922240.0,9845968896.0,0.0,0.08,0.12,0.15,0.1,50,32237000704.0
LGS GROUP INC.,LGSXY,Utilities,Brazil,504323040.0,2988960358.4,1.149,597792071.6800001,358675243.008,126080760.0,50432304.0,0.0,0.08,0.12,0.15,0.1,50,14944801792.0
APEX SOFTWARE INTERNATIONAL LIMITED,603383.SS,Technology,China,1031085045.76,87899472.64000002,0.319,17579894.528000005,10547936.716800002,257771261.44000003,103108504.57600002,0.0,0.08,0.12,0.15,0.1,50,87899472.64000002
GROUPE BRUXELLES LAMBERT SA/NV,GBLBF,Financial Services,Belgium,11885637632.0,6581000192.0,0.673,1316200038.4,789720023.04,2971409408.0,1188563763.2,0.0,0.08,0.12,0.15,0.1,50,6581000192.0
NATIONAL MOBILE TELEVISION INC.,OOREDOO.KW,Communication Services,Kuwait,816392896.0,774388992.0,0.103,154877798.4,92926679.04,204098224.0,81639289.60000001,0.0,0.08,0.12,0.15,0.1,50,774388992.0
"NATIONAL GRID GROUP PLC, THE",NGG,Utilities,United Kingdom,92156403712.0,17482000384.0,0.583,3496400076.8,2097840046.08,23039100928.0,9215640371.2,0.0,0.08,0.12,0.15,0.1,50,17482000384.0
INTERNATIONAL INTEGRATION INC.,POWI,Technology,United States,2531259904.0,443504000.0,1.353,88700800.0,53220480.0,632814976.0,253125990.4,0.0,0.08,0.12,0.15,0.1,50,443504000.0
IBERDROLA SA,IBE.MC,Utilities,Spain,146626324070.40002,49124232069.12,0.645,9824846413.824,5894907848.2944,36656581017.600006,14662632407.040005,0.0,0.08,0.12,0.15,0.1,50,49124232069.12
QUEST DIAGNOSTICS INC.,DGX,Healthcare,United States,22726258688.0,11034999808.0,0.675,2206999961.6,1324199976.96,5681564672.0,2272625868.8,0.0,0.08,0.12,0.15,0.1,50,11034999808.0
ABN AMRO HOLDING NV,ABN.AS,Financial Services,Netherlands,25435932180.480003,9393840414.72,0.8,1878768082.944,1127260849.7664,6358983045.120001,2543593218.0480003,0.0,0.08,0.12,0.15,0.1,50,9393840414.72
TECHNIP SA,FTI,Energy,United States,25051455488.0,9802999808.0,0.727,1960599961.6,1176359976.96,6262863872.0,2505145548.8,0.0,0.08,0.12,0.15,0.1,50,9802999808.0
VERSANT CORPORATION,VSNT,Communication Services,United States,4270839808.0,6800999936.0,,1360199987.2,816119992.3199999,1067709952.0,427083980.8,0.0,0.08,0.12,0.15,0.1,50,6800999936.0
ICL PLC,ICL,Basic Materials,Israel,7447181824.0,7053000192.0,0.992,1410600038.4,846360023.04,1861795456.0,744718182.4000001,0.0,0.08,0.12,0.15,0.1,50,7053000192.0
OPTION INTERNATIONAL NV,OPCH,Healthcare,United States,5724958208.0,5530490880.0,0.84,1106098176.0,663658905.6,1431239552.0,572495820.8000001,0.0,0.08,0.12,0.15,0.1,50,5530490880.0
RIO TINTO PLC,RIO,Basic Materials,United Kingdom,191670566912.0,53729001472.0,0.617,10745800294.400002,6447480176.639999,47917641728.0,19167056691.2,0.0,0.08,0.12,0.15,0.1,50,53729001472.0
PPG INDUSTRIES INC.,PPG,Basic Materials,United States,29206708224.0,15875000320.0,1.16,3175000064.0,1905000038.4,7301677056.0,2920670822.4,0.0,0.08,0.12,0.15,0.1,50,15875000320.0
CFS GROUP PLC,CFSL.F,Consumer Defensive,Mexico,21554540052.48,18159574308.618244,0.507,62619221753.85601,37571533052.3136,5388635013.12,2155454005.248,0.0,0.08,0.12,0.15,0.1,50,313096108769.28
"DIALOG CORPORATION PLC, THE",7277.KL,Energy,Malaysia,9931124736.0,2600483072.0,0.852,520096614.4,312057968.64,2482781184.0,993112473.6,0.0,0.08,0.12,0.15,0.1,50,2600483072.0
GENERAL AMERICAN ROYALTY INC,GAM,Financial Services,United States,1426084736.0,24306604.0,0.834,4861320.8,2916792.48,356521184.0,142608473.6,0.0,0.08,0.12,0.15,0.1,50,24306604.0
H YOUNG HOLDINGS PLC,603901.SS,Industrials,China,1071977912.32,565612723.2,0.78,113122544.64000002,67873526.78400001,267994478.08,107197791.232,0.0,0.08,0.12,0.15,0.1,50,565612723.2
CROWN CASTLE INTERNATIONAL CORPORATION,CCI,Real Estate,United States,39724396544.0,4264000000.0,0.984,852800000.0,511680000.0,9931099136.0,3972439654.4,0.0,0.08,0.12,0.15,0.1,50,4264000000.0
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC.,AXP,Financial Services,United States,237502267392.0,66972999680.0,1.128,13394599936.0,8036759961.599999,59375566848.0,23750226739.2,0.0,0.08,0.12,0.15,0.1,50,66972999680.0
FORTIS NV,FTS,Utilities,Canada,28926873600.0,12170000384.0,0.435,2434000076.8,1460400046.08,7231718400.0,2892687360.0,0.0,0.08,0.12,0.15,0.1,50,12170000384.0
DELPHI GROUP PLC,688170.SS,Industrials,China,600666286.08,105052344.32,0.363,21010468.864000004,12606281.3184,150166571.52,60066628.60800001,0.0,0.08,0.12,0.15,0.1,50,105052344.32
JBA HOLDINGS PLC,JBARF,Financial Services,Switzerland,16118235136.0,3760399872.0,0.845,752079974.4000001,451247984.64,4029558784.0,1611823513.6,0.0,0.08,0.12,0.15,0.1,50,3760399872.0
UNITED INTERNATIONAL HOLDINGS INC.,UPS,Industrials,United States,98544230400.0,88661000192.0,1.087,17732200038.4,10639320023.04,24636057600.0,9854423040.0,0.0,0.08,0.12,0.15,0.1,50,88661000192.0
